Name,P,q,M1,M2,R1,R2,L1,L2,T1,T2,E_Type
SX AUR,1.21008,1,7.8,7.8,5.2,5.2,4570.881896,588.8436554,21000,12486.08154,EC
SX AUR,1.21008,1,7.8,7.8,5.2,5.2,4570.881896,588.8436554,21000,12486.08154,EC
del Pic,1.67254,1,7.8,7.8,5.2,5.2,4570.881896,588.8436554,21000,12486.08154,EC
del Pic,1.67254,1,7.8,7.8,5.2,5.2,4570.881896,588.8436554,21000,12486.08154,EC
V641 Mon,1.30406,0.73,11.5,8.4,5.3,4.5,3500.71,765.04,19690,14329.8821,EC
V641 Mon,1.30406,0.73,11.5,8.4,5.3,4.5,3500.71,765.04,19690,14329.8821,EC
TU MUS,1.38728,0.73,11.5,8.4,5.3,4.5,3500.71,765.04,19690,14329.8821,EC
TU MUS,1.38728,0.73,11.5,8.4,5.3,4.5,3500.71,765.04,19690,14329.8821,EC
Mu Sco,1.4463,0.73,11.5,8.4,5.3,4.5,3500.71,765.04,19690,14329.8821,EC
V Pup,1.4544786,0.73,11.5,8.4,5.3,4.5,3500.71,765.04,19690,14329.8821,EC
V 1182 AQL,1.62192,0.73,11.5,8.4,5.3,4.5,3500.71,765.04,19690,14329.8821,EC
V 1182 AQL,1.62192,0.73,11.5,8.4,5.3,4.5,3500.71,765.04,19690,14329.8821,EC
V1388 Ori,2.187,0.73,11.5,8.4,5.3,4.5,3500.71,765.04,19690,14329.8821,EC
CV Vel,6.89,0.73,11.5,8.4,5.3,4.5,3500.71,765.04,19690,14329.8821,EC
BH Cen,0.79158,0.72,4.4,3.2,3,2.8,588.8436554,589,15700,15700,EC
BH Cen,0.79158,0.72,4.4,3.2,3,2.8,588.8436554,589,15700,15700,EC
V380 Cen,1.08722,0.46,4.4,2,3.9,3,588.8436554,589,15700,15700,EC
V380 Cen,1.08722,0.46,4.4,2,3.9,3,588.8436554,589,15700,15700,EC
BF Aur,1.58322,0.99,4.4,4.4,4.3,4.3,589,589,15700,15700,EC
BF Aur,1.58322,0.99,4.4,4.4,4.3,4.3,589,589,15700,15700,EC
TX Cas,2.92687,0.32,10.3,3.3,9.7,5.7,8128.305162,776,16400,16400,EC
TX Cas,2.92687,0.32,10.3,3.3,9.7,5.7,8128.305162,776,16400,16400,EC
RY Sct,11.12439,0.8,27.8,22.2,30.9,32.6,229086.7653,52480,39500,31900,EC
RY Sct,11.12439,0.8,27.8,22.2,30.9,32.6,229086.7653,52480.74602,39500,31900,EC
AH Cep,1.77473,0.88,18.1,15.9,6.7,6.2,170000,92762,35100,33300,EC
AH Cep,1.77473,0.88,18.1,15.9,6.7,6.2,170000,92762,35100,33300,EC
V382 Cyg,1.88551,0.7,28,19.6,9.4,8.4,186208.7137,123026.8771,38300,36100,EC
V382 Cyg,1.88551,0.7,28,19.6,9.4,8.4,186208.7137,123026.8771,38300,36100,EC
DH Cep,2.11104,0.81,34,27.7,9.7,8.5,346736.8505,790000,41400,41400,EC
DH Cep,2.11104,0.81,34,27.7,9.7,8.5,346736.8505,790000,41400,41400,EC
NSVS 925605,0.217629,0.678,0.62,0.42,0.73,0.64,0.11,0.024,3812,3135,EC
NSVS 2729229,0.22884,0.81,0.64,0.52,0.7,0.64,0.105,0.067,3942,3692,EC
1SWASP J011732.10+525204.9,0.22396,0.51,0.79,0.32,0.86,0.45,0.389,0.369,4830,3700,EC
CRTS J130945.0+371627,0.211132,0.273,0.47,0.13,0.63,0.37,0.09,0.04,3654,3762,EC
SDSS J012119.10-001949.9,0.2052,0.5,0.51,0.26,0.61,0.45,0.072,0.04,3840,3812,EC
1SWASP J044132.96+440613.7,0.228155,0.638,0.703,0.448,0.725,0.597,0.121,0.071,4003,3858,EC
CRTS J145224.5+011522,0.196014,0.517,0.54,0.28,0.61,0.44,0.08,0.04,3807,3898,EC
V480 Gem,0.2143932,0.324,0.76,0.25,0.74,0.45,0.107,0.044,3838,3947,EC
ASAS J071829-0336.7,0.2112594,0.83,0.53,0.44,0.6,0.55,0.84,0.067,4025,3967,EC
V783 And,0.2090804,0.708,0.779,0.552,0.695,0.599,0.148,0.086,4300,4050,EC
NSVS 8626028,0.217407,0.805,0.57,0.47,0.63,0.57,0.13,0.09,4318,4095,EC
NSVS 7179685,0.20974,0.47,0.65,0.3,0.67,0.48,0.1,0.06,3979,4100,EC
CC Com,0.22068516,0.526,0.717,0.377,0.708,0.53,0.138,0.085,4200,4300,EC
UCAC4 479-113658,0.20569,0.195,0.67,0.13,0.74,0.37,0.166,0.042,4300,4309,EC
OGLE BW1 V69,0.5024,0.404,0.68,0.27,1.26,0.845,0.541,0.243,4413,4413,EC
NSVS 8040227,0.2237144,0.522,0.73,0.38,0.72,0.54,0.222,0.1,4674,4430,EC
II Per,0.47985038,0.373,0.95,0.36,1.31,0.84,6.86,0.25,5740,4464,EC
CRTS J074350.9+451620,0.227324,0.43,0.66,0.28,0.7,0.48,0.2,0.1,4312,4471,EC
NSVS 2669503,0.23400736,0.3,0.69,0.21,0.75,0.43,0.22,0.07,4571,4471,EC
KIC 6050116,0.2399081,0.573,0.702,0.402,0.757,0.606,0.225,0.131,4569,4485,EC
1SWASP J160156.04+202821.6,0.22652935,0.67,0.86,0.57,0.75,0.63,0.207,0.146,4500,4500,EC
1SWASP J150822.80-054236.9,0.2600604,0.51,1.07,0.55,0.9,0.68,0.298,0.17,4500,4500,EC
WISE J004327.7+722407,0.3141305,0.83,0.552,0.458,0.796,0.732,0.268,0.201,4660,4521,EC
V1067 Her,0.28106748,0.359,0.786,0.281,0.879,0.771,0.38,0.228,4838,4559,EC
1SWASP J104942.44+141021.5,0.229799,0.69,0.69,0.48,0.7,0.6,0.23,0.19,4457,4560,EC
CSS J004004.7+385531,0.251206,0.548,0.798,0.437,0.808,0.619,0.245,0.149,4560,4560,EC
1SWASP J161858.05+261303.5,0.228781,0.597,0.68,0.4,0.69,0.54,0.23,0.14,4400,4578,EC
UCAC4 436-062932,0.361456,0.4,0.7,0.3,1,0.65,0.399,0.167,4590,4580,EC
CRTS J224015.4+184738,0.218802,0.4,0.69,0.28,0.7,0.47,0.17,0.09,4441,4643,EC
FT Lup,0.47008002,0.44,1.871,0.823,1.64,1.13,4.86,0.54,6700,4651,EC
CSS J223614+311343,0.240214,0.514,0.693,0.356,0.73,0.57,0.237,0.137,4720,4658,EC
NSVS 2701634,0.2447151,0.384,0.898,0.345,0.84,0.557,0.298,0.087,4204,4660,EC
1SWASP J133105.91+121538.0,0.21801,0.828,0.835,0.728,0.93,0.818,1.249,0.744,4977,4664,EC
NSVS 2700153,0.228456,0.775,0.65,0.5,0.67,0.6,0.22,0.16,4785,4689,EC
CX Vir,0.74608003,0.343,1.731,0.594,2.24,1.39,7.78,0.84,6450,4694,EC
1SWASP J080150.03+471433.8,0.217513,0.432,0.72,0.32,0.71,0.49,0.23,0.11,4685,4696,EC
1SWASP J093010.78+533859.5,0.227713,0.397,0.86,0.34,0.79,0.52,0.27,0.12,4700,4700,EC
PY Vir,0.311248,0.773,0.95,0.74,0.923,0.819,0.415,0.293,4830,4702,EC
NSVS 2244206,0.280727,0.735,1.064,0.782,0.951,0.833,0.519,0.338,5157,4702,EC
1SWASP J074658.62+224448.5,0.2208496,0.352,0.79,0.28,0.8,0.52,0.241,0.118,4543,4717,EC
1SWASP J064501.21+342154.9,0.2486159,0.48,0.7,0.3,0.76,0.55,0.23,0.135,4590,4720,EC
OGLE J003835.24-735413.2,0.26909,0.769,1.14,0.88,0.86,0.77,0.5,0.4,4470,4725,EC
BX And,0.6101124,0.455,2.148,0.977,2.01,1.4,7.08,0.9,6650,4758,EC
EH CVn,0.26358,0.3,0.67,0.2,1.09,0.64,0.55,0.28,5268,4762,EC
UU Lyn,0.46846,0.39,1.6,0.62,1.54,0.99,4.28,0.46,6700,4791,EC
1SWASP J212808.86+151622.0,0.2248416,0.4,0.7,0.26,0.7,0.47,0.158,0.105,4350,4800,EC
1SWASP J222514.69+361643.0,0.224734,0.435,0.8466,0.3682,0.9426,0.8657,0.502,0.356,5010,4800,EC
CRTS J014418.3+190625,0.217372,0.475,0.72,0.34,0.7,0.51,0.21,0.13,4607,4819,EC
RW Com,0.237346,0.471,0.826,0.389,0.787,0.562,0.231,0.154,4517,4830,EC
1SWASP J133417.80+394314.4,0.22738,0.185,4,0.74,1.42,0.67,0.94,0.23,4775,4872,EC
NSVS 4484038,0.218493,0.792,0.56,0.45,0.63,0.57,0.23,0.17,5000,4897,EC
V1167 Her,0.275205,0.662,0.74,0.49,0.81,0.67,0.273,0.232,4640,4900,EC
V702 Mon,0.2263,0.799,1.138,0.776,0.727,0.661,0.318,0.262,4630,4900,EC
DF CVn,0.3268956,0.348,0.91,0.32,1.03,0.64,0.776,0.209,5337,4902,EC
NSVS 2175434,0.22095106,0.332,0.81,0.27,0.8,0.51,0.329,0.131,4898,4903,EC
YZ Phe,0.23472665,0.38,0.74,0.28,0.7596,0.4887,0.243,0.124,4658,4908,EC
GSC 02137-0222,0.368806,0.754,0.946,0.7133,1.044,0.9231,0.768,0.461,5295,4956,EC
1SWASP J031700.67+190839.6,0.2256396,0.258,0.75,0.19,0.77,0.41,0.21,0.07,4791,4968,EC
FZ Ori,0.399986,0.86,1.17,1,1.16,1.08,1.5,1.34,5940,4983,EC
NSVS 10632802,0.2207213,0.457,0.74,0.34,0.75,0.54,0.223,0.162,4576,4986,EC
AU Ser,0.386497,0.692,0.85,0.59,1.04,0.88,0.675,0.427,5140,4986,EC
TYC 1664-110-1,0.28296158,0.356,0.92,0.33,0.92,0.57,0.434,0.184,4894,4995,EC
V703 Mon,0.2288,0.781,1,0.781,0.74,0.665,0.33,0.266,4925,5000,EC
V336 TrA,0.2667676,0.716,0.912,0.653,0.85,0.732,0.355,0.3,4840,5000,EC
V371 Cep,0.5898975,0.516,0.72,0.37,1.43,1.09,0.975,0.68,4801,5024,EC
2MASS J20040017+4414033,0.41511,0.5,1.2,0.47,1.22,0.81,1.62,0.72,4805,5026,EC
NSVS 1557555,0.2725163,0.556,0.944,0.519,0.885,0.685,0.371,0.269,4794,5034,EC
44 Boo,0.26781172,0.559,0.98,0.55,0.87,0.66,0.513,0.24,5300,5035,EC
VSX J062624.4+570907,0.280628,0.777,1.061,0.825,0.927,0.829,0.604,0.421,5350,5044,EC
BF Pav,0.302318221,0.94,0.914,0.859,0.904,0.878,0.536,0.45,5201,5050,EC
NSVS 7328383,0.272078,0.205,1.013,0.208,1,0.49,0.633,0.144,5146,5056,EC
DZ Lyn,0.3780162,0.886,1.25,1.11,1.18,1.12,2.818,0.759,6860,5068,EC
KAO-EGYPT J225702.44+523222.1,0.273553,0.275,0.889,0.244,0.965,0.937,0.588,0.521,5150,5070,EC
1SWASP J052926.88+461147.5,0.2266422,0.412,0.804,0.331,0.775,0.524,0.358,0.163,5077,5071,EC
V523 Cas,0.23369221,0.535,0.74,0.38,0.77,0.59,0.361,0.207,5104,5076,EC
PY Boo,0.278049,0.222,1.011,0.224,1.004,0.51,0.139,0.147,4770,5080,EC
WZ Cyg,0.5844688,0.63,1.59,1,1.72,1.39,4.8,1.15,6530,5083,EC
ASAS J051353-1701.2,0.34183617,0.52,0.89,0.46,1.07,0.8,0.9,0.3,5419,5086,EC
CT Eri,0.634196,0.3,1.623,0.487,2.093,1.3,8.801,1.013,6881,5086,EC
2MASS J07070311+1259585,0.2269551,0.769,0.807,0.621,0.71,0.634,0.339,0.27,4967,5100,EC
USNO-A2.0 1350-17365531,0.2663764,0.421,0.868,0.365,0.866,0.5883,0.474,0.207,5155,5104,EC
V384 Ser,0.26872872,0.316,2.5,0.79,0.85,0.798,0.348,0.389,4811,5108,EC
V1197 Her,0.26268,0.383,0.77,0.3,0.83,0.54,0.38,0.18,4973,5113,EC
V1007 Cas,0.33200799,0.297,1.14,0.34,1.16,0.69,1.44,0.51,4913,5135,EC
GSC 02049-01164,0.323456,0.42,1.013,0.429,1.022,0.687,0.827,0.296,5450,5141,EC
XY Leo,0.284101,0.729,0.852,0.621,0.876,0.762,0.348,0.366,4742,5150,EC
2MASS J20034981+4411085,0.366709,0.769,1.24,0.96,1.24,1.11,1.55,1.25,5173,5160,EC
BH Cas,0.40589171,0.475,0.96,0.46,1.19,0.85,0.703,0.456,4874,5163,EC
ASAS J012450-3241.4,0.308971,0.377,0.79,0.298,0.96,0.58,0.59,0.21,5186,5164,EC
NSVS 2607629,0.22937019,0.619,0.72,0.45,0.74,0.6,0.412,0.231,5390,5168,EC
2MASS J20004638+0547475,0.286476,0.45,0.968,0.441,1.048,0.972,0.834,0.606,5392,5170,EC
V370 Cep,0.3304319,0.52,1.02,0.53,0.96,0.82,0.97,0.45,5383,5175,EC
SZ Hor,0.625102,0.47,1.823,0.857,1.946,1.381,7.605,1.234,6881,5183,EC
LR Cam,0.43414003,0.3,0.9,0.27,1.27,0.73,1.32,0.35,5500,5198,EC
V1107 Cas,0.27341123,0.556,0.7,0.39,0.68,0.52,0.196,0.178,4657,5200,EC
FO Hya,0.469556,0.238,1.31,0.31,1.62,0.91,5.65,0.55,7000,5213,EC
V1367 Tau,0.347677962,0.235,0.92,0.22,1.1,0.59,0.636,0.232,4918,5220,EC
TT Cet,0.485952,0.39,2.109,0.823,1.729,1.155,5.608,0.894,6765,5230,EC
NSV 3744,0.5204039,0.379,1.553,0.59,1.696,1.121,5.89,0.855,6900,5241,EC
1SWASP J003033.05+574347.6,0.226618,0.482,0.79,0.38,0.75,0.55,0.17,0.1,5067,5246,EC
V1009 Per,0.2341369,0.362,0.874,0.317,0.864,0.474,0.521,0.153,5280,5253,EC
EQ Cep,0.3069522,0.478,0.9,0.43,0.95,0.68,0.62,0.4,4975,5275,EC
BN Ari,0.299376,0.392,1.054,0.413,0.988,0.645,0.69,0.268,5170,5278,EC
EK Com,0.26668463,0.286,1.03,0.28,0.98,0.57,0.89,0.157,5150,5290,EC
V712 Mon,0.2844,0.779,0.949,0.739,0.874,0.785,0.596,0.48,5600,5302,EC
ES Cep,0.342457,0.78,1.08,0.85,1.02,0.91,1.21,0.79,5582,5308,EC
WISE J234557.8+510456,0.3017877,0.563,0.886,0.499,0.929,0.717,0.623,0.425,5510,5327,EC
NSVS 667994,0.26688473,0.32,0.709,0.227,0.838,0.507,0.479,0.186,5250,5330,EC
Cl* NGC 6838 YM V1,0.3489,0.33,0.63,0.21,0.961,0.583,1.12,0.3,5460,5335,EC
VW Cep,0.2783146,0.302,1.13,0.34,0.99,0.57,0.572,0.238,5050,5342,EC
ER Cep,0.2857,0.63,1,0.63,0.91,0.74,0.8,0.48,5505,5383,EC
HH Boo,0.318666208,0.587,1.068,0.627,0.997,0.782,0.749,0.57,5680,5386,EC
V2787 Ori,0.8109792,0.12,1.44,0.17,2.45,0.96,12.93,0.71,6993,5393,EC
V695 Pup,0.2919997,0.806,0.968,0.778,0.891,0.813,0.714,0.502,5625,5394,EC
ASAS J165139+2255.7,0.353205,0.103,1.03,0.11,1.27,0.46,1.2,0.16,5370,5394,EC
KIC 6118779,0.364246,0.117,1.465,0.171,1.512,0.657,1.777,0.33,5428,5395,EC
V692 Pup,0.3399994,1,1.06,1.06,0.996,0.996,0.876,0.756,5600,5398,EC
V474 Cam,0.3282029,0.31,1.14,0.35,1.01,0.68,0.728,0.357,5310,5416,EC
RZ Com,0.3385075,0.46,1.249,0.573,1.15,0.82,1.63,0.93,5257,5420,EC
IK Boo,0.303117,0.873,0.986,0.86,0.91,0.854,0.641,0.729,5781,5422,EC
PZ UMa,0.26267489,0.178,0.77,0.14,0.92,0.43,0.46,0.15,4972,5430,EC
V2357 Oph,0.415568,0.231,1.16,0.268,1.386,0.705,1.646,0.39,5560,5440,EC
AB And,0.33189106,0.56,1.034,0.579,1.151,0.822,0.77,0.534,5020,5450,EC
ASAS J212319-4622.4,0.296096,0.769,1.162,0.894,0.967,0.857,1.406,0.926,5219,5454,EC
V958 Mon,0.29830597,0.444,0.98,0.43,0.98,0.68,0.59,0.38,5111,5465,EC
FV CVn,0.31537,0.969,1.01,0.94,0.94,0.91,0.71,0.66,5148,5470,EC
V789 Her,0.3200448,0.236,1.13,0.27,1.15,0.62,1.48,0.43,5005,5470,EC
OGLE BW1 V79,1.018,0.403,0.82,0.33,2.1,1.34,5.493,1.47,6103,5495,EC
GZ And,0.30500298,0.532,1.115,0.593,1.005,0.741,1.033,0.451,5810,5500,EC
ET Leo,0.34650349,0.342,1.586,0.542,1.359,0.835,1.115,0.564,5112,5500,EC
BG Vul,0.40323646,0.88,1.01,0.89,1.23,1.17,1.632,1.151,5868,5520,EC
V599 Aur,0.31653596,0.62,1.07,0.66,0.99,0.8,0.66,0.54,5230,5530,EC
TYC 2675-663-1,0.4223576,0.81,1.29,1.04,1.22,1.11,2.4,1.04,6480,5534,EC
ASAS J024155-2507.8,0.400889,0.45,0.97,0.43,1.18,0.77,1.37,0.5,5746,5537,EC
CRTS J031642.2+332639,0.2996181,0.398,1.037,0.414,1.002,0.661,0.77,0.37,5416,5544,EC
V369 Cep,0.3281916,0.526,0.93,0.49,1.01,0.76,0.77,0.61,5088,5546,EC
NSVS 3777464,0.319938,0.55,1.08,0.594,1.029,0.786,0.512,0.526,4820,5553,EC
RW Dor,0.285462985,0.63,0.82,0.52,0.881,0.703,0.534,0.423,5287,5560,EC
VW Boo,0.3423177,0.428,1.084,0.464,1.107,0.756,0.807,0.493,5198,5560,EC
USNO-A2.0 1200-18678842,0.442868,0.3,1.107,0.3323,1.2038,1.1359,1.436,1.106,5767,5562,EC
V596 Peg,0.283497,0.287,0.751,0.216,0.895,0.511,0.643,0.227,5471,5581,EC
Cl* NGC 6838 YM V2,0.36719,0.384,0.79,0.3,1.044,0.675,1.31,0.4,6050,5586,EC
GSC 3581-1856,0.2785137,0.748,1.05,0.78,1.05,0.92,1,0.86,5295,5590,EC
ASAS J035803+0620.5,0.825134,0.12,1.36,0.16,2.45,1.1,7.19,0.9,6044,5594,EC
NSVS 5810460,0.24719,0.667,1.345,0.278,1.151,0.567,0.708,0.312,4811,5596,EC
V704 Mon,0.278,0.852,1.062,0.905,0.865,0.807,0.524,0.456,5399,5600,EC
TYC 1597-2327-1,0.2851393,0.431,0.97,0.42,0.92,0.63,0.64,0.35,5380,5600,EC
EP Cep,0.2897446,0.185,0.9,0.17,1.01,0.48,0.67,0.22,5074,5600,EC
V1222 Tau,0.29173354,0.112,0.9,0.1,1.06,0.42,0.878,0.157,5425,5600,EC
UCAC2 31686238,0.34986235,0.373,3.58,1.34,1.68,1.025,1.231,0.928,4695,5600,EC
NSVS 908513,0.399592,0.709,0.607,0.43,0.976,0.839,1.031,0.646,5923,5615,EC
V658 Lyr,0.3302572,0.179,1.18,0.21,1.24,0.6,1.52,0.33,5752,5628,EC
GSC 4946-0765,0.26966078,0.425,0.93,0.4,0.88,0.59,0.59,0.32,5400,5639,EC
BQ Ari,0.282335413,0.91,1.08,0.98,0.93,0.9,0.91,0.748,5850,5659,EC
GW Tau,0.641359,0.315,2.75,0.85,2.35,1.38,29,1.7,8750,5667,EC
V608 Cas,0.38040619,0.371,0.95,0.35,0.78,0.5,0.563,0.233,5660,5669,EC
V539 Dra,0.33309437,0.251,1.205,0.302,1.197,0.654,1.124,0.396,5440,5670,EC
AH Vir,0.40752431,0.303,1.36,0.412,1.397,0.826,1.86,0.634,5300,5671,EC
ASAS J035020-8017.4,0.622401,0.232,0.99,0.23,1.76,0.87,3.14,0.7,5790,5675,EC
V899 Her,0.4211722,0.566,2.1,1.19,1.57,1.22,2.32,1.4,5700,5677,EC
V646 Lac,0.30081,0.329,0.918,0.302,0.984,0.597,0.832,0.333,5567,5682,EC
NSVS 7051868,0.517602,0.223,1.61,0.36,1.8,0.94,4.88,0.83,6405,5685,EC
GSC 2723-2376,0.2857029,0.528,0.95,0.5,0.9,0.67,0.63,0.43,5430,5695,EC
V523 Aur,0.3304376,0.747,0.563,0.421,0.849,0.746,0.498,0.527,5272,5700,EC
CRTS J004259.3+410629,0.266402,0.28,1.19,0.33,1.02,0.58,0.69,0.24,5724,5706,EC
Cl* NGC 104 WSB V95,0.27889875,0.165,0.97,0.16,1.05,0.49,1.12,0.229,5800,5707,EC
AO Aqr,0.489352,0.288,1.19,0.34,1.64,0.9,2.62,0.7,5750,5708,EC
YY CMi,1.0937869,0.885,1.25,1.12,2.32,2.2,8.13,4.67,6360,5710,EC
V479 Lac,0.3457586,0.796,1.004,0.799,1.015,0.914,0.942,0.798,5652,5713,EC
KIC 2159783,0.373884,0.147,1.451,0.213,1.496,0.694,2.033,0.466,5643,5717,EC
OGLE J004619.65-725056.2,0.37663,0.81,1.16,0.94,1.13,1.03,1.19,0.99,5850,5718,EC
EQ Tau,0.34134713,0.439,1.233,0.541,1.143,0.788,1.327,0.61,5800,5730,EC
TY Boo,0.3171506,0.443,1.19,0.53,1.06,0.73,0.92,0.52,5483,5732,EC
CN And,0.4627894,0.387,1.4,0.55,1.45,0.94,3.41,0.93,6350,5732,EC
BV Eri,0.507655,0.3,1.068,0.32,1.507,0.891,4.561,0.77,6881,5737,EC
FI Boo,0.389998,0.373,1.07,0.4,1.28,0.85,1.27,0.71,5420,5746,EC
NR Cam,0.255886072,0.942,0.98,0.92,0.81,0.79,0.424,0.613,5180,5750,EC
V782 Cep,0.3581278,0.625,1.03,0.64,1.05,0.84,1.06,0.89,5370,5750,EC
NSVS 1461538,0.3913025,0.285,1.09,0.31,1.31,0.76,1.25,0.57,5340,5753,EC
OU Ser,0.296768,0.173,1.187,0.205,1.155,0.544,1.488,0.292,5940,5759,EC
OGLE BW1 V38,0.4814,0.318,0.83,0.26,1.44,0.88,2.151,0.771,5830,5770,EC
ES Lib,0.88304093,0.422,2.3,0.97,2.69,1.83,33.9,3.35,8500,5774,EC
1SWASP J210318.76+021002.2,0.22859,0.877,1.135,0.995,1.231,1.202,1.59,1.422,5850,5778,EC
GW Cnc,0.2814114,0.265,0.971,0.26,0.961,0.53,0.842,0.28,5649,5790,EC
KIC 3127873,0.671526,0.073,2.268,0.166,2.69,0.899,8.796,0.813,6069,5791,EC
HR CVn,0.225435,0.613,1.63,1,0.91,0.766,0.68,0.594,5501,5800,EC
SW Lac,0.3207158,0.787,1.24,0.964,1.09,0.976,0.971,0.953,5515,5800,EC
U Peg,0.37478048,0.331,1.17,0.39,1.23,0.75,1.29,0.55,5600,5800,EC
TYC 1397-1030-1,0.2910143,0.354,1,0.35,0.96,0.6,0.83,0.37,5620,5807,EC
TV Mus,0.4456794,0.166,1.35,0.22,1.7,0.83,3.33,0.71,5980,5808,EC
Cl* NGC 6838 YM V5,0.4045,0.37,0.69,0.25,1.094,0.704,1.31,0.19,5900,5829,EC
AD Phe,0.37992361,0.376,1.004,0.378,1.17,0.76,1.764,0.601,6155,5835,EC
V354 UMa,0.2938251,0.276,1.05,0.29,1.04,0.6,1.1,0.36,5686,5841,EC
V1115 Cas,0.32329,0.164,1.049,0.172,1.181,0.548,1.17,0.314,5533,5848,EC
UCAC2 31686253,0.281681478,0.41,1.78,0.73,1.14,0.75,0.963,0.591,5360,5850,EC
V2790 Ori,0.2878418,0.341,1.02,0.348,0.991,0.613,0.892,0.396,5644,5856,EC
FI Lyn,0.3732609,0.388,1.219,0.472,1.242,0.828,1.644,0.662,5721,5860,EC
TW Cet,0.316851,0.75,0.963,0.722,0.95,0.831,0.886,0.733,5753,5865,EC
KIC 4244929,0.341403,0.058744092,1.481,0.087,1.521,0.477,2.44,0.242,5857,5867,EC
TU Boo,0.3242836,0.496,1.027,0.51,1.03,0.75,1.107,0.575,5900,5870,EC
UY UMa,0.37602172,0.206,1.151,0.237,1.342,0.696,1.95,0.52,5900,5882,EC
OW Leo,0.32554052,0.328,0.95,0.31,1.04,0.63,1.01,0.43,5665,5885,EC
ASAS J212236+0657.3,0.293945,0.207,0.807,0.537,0.793,0.665,0.302,0.389,5423,5886,EC
BX Peg,0.280422,0.376,1.02,0.38,0.966,0.623,0.658,0.324,5300,5887,EC
TYC 4157-0683-1,0.3960676,0.15,1.367,0.206,1.499,0.667,2.691,0.482,6037,5888,EC
BL Leo,0.28193148,0.476,0.92,0.43,0.92,0.65,0.706,0.458,5520,5896,EC
V410 Aur,0.36636259,0.144,1.27,0.18,1.37,0.59,2.1,0.37,5950,5898,EC
V380 Gem,0.3366088,0.687,1.488,1.023,1.099,0.936,1.312,0.957,5890,5900,EC
V342 UMa,0.34385184,0.364,1.293,0.49,1.188,0.766,1.303,0.64,5662,5902,EC
KIC 10229723,0.628724,0.105,2.11,0.222,2.363,0.852,7.398,0.789,6201,5904,EC
BO Ari,0.3181938,0.19,0.995,0.189,1.09,0.515,1.325,0.29,5940,5908,EC
FP Lyn,0.359082527,0.867,1.11,0.97,1.07,1.01,1.02,0.9,5683,5909,EC
EPIC 211957146,0.355018,0.17,1.05,0.18,1.1,0.23,1.362,0.058,5950,5910,EC
V1123 Tau,0.3999441,0.279,1.27,0.35,1.36,0.78,1.91,0.66,5821,5920,EC
KIC 9832227,0.4579615,0.228,1.395,0.318,1.581,0.83,2.609,0.789,5800,5920,EC
ASAS J050334-2521.9,0.41406,0.133,1.26,0.168,1.54,0.6,3.45,0.4,6347,5925,EC
TZ Boo,0.29715993,0.207,0.99,0.21,1.08,0.56,1.26,0.33,5890,5926,EC
OO Aql,0.506792,0.846,1.06,0.897,1.406,1.309,2.453,1.894,6100,5926,EC
ASAS J102556+2049.3,0.284976,0.131,1.11,0.14,1.11,0.456,1.41,0.23,6000,5930,EC
VSX J045718.3+405643,0.4510641,0.266,1.44,0.38,1.55,0.87,2.85,0.84,6027,5932,EC
V2377 Oph,0.425406,0.395,1.038,0.41,1.253,0.817,1.212,0.744,5418,5940,EC
HN UMa,0.3826,0.145,1.91,0.19,1.42,0.61,2.72,0.41,6252,5946,EC
NSVS 1926064,0.4074728,0.16,1.558,0.249,1.605,0.755,3.091,0.641,6050,5951,EC
VY Sex,0.443433,0.313,1.406,0.44,1.481,0.883,2.345,0.882,5877,5960,EC
AA UMa,0.4681348,0.551,1.61,0.89,1.53,1.17,2.57,1.55,5920,5964,EC
1SWASP J155822.10-025604.8,0.2600776,0.65,1.3,0.8,0.94,0.77,1.172,0.676,6200,5970,EC
KIC 10618253,0.437403,0.125,1.476,0.184,1.703,0.756,3.639,0.698,6118,5970,EC
KIC 8539720,0.744499,0.06685808,2.438,0.163,2.955,0.929,12.726,0.98,6351,5972,EC
V706 Mon,0.4865,0.788,1.399,1.103,1.437,1.298,2.307,1.877,6250,5981,EC
KIC 9151972,0.386796,0.059153176,1.606,0.095,1.696,0.528,3.431,0.318,6040,5982,EC
KIC 3104113,0.846786,0.159,2.44,0.388,3.085,1.538,10.401,2.719,5910,5986,EC
EF CVn,0.27205,0.286,0.92,0.26,1.29,0.75,1.44,0.66,5573,5998,EC
V757 Cen,0.343169,0.671,0.88,0.59,0.97,0.8,1.02,0.73,5927,6000,EC
V781 Tau,0.34490986,0.453,1.57,0.71,1.26,0.89,1.38,0.92,5575,6000,EC
UV Lyn,0.41498402,0.372,1.344,0.501,1.376,0.858,1.86,0.84,5770,6000,EC
DF Hya,0.3306022,0.42,2.5,1.07,1.44,0.97,2.41,1.1,5620,6000,EC
GU Ori,0.47067725,0.455,1.05,0.47,1.36,0.97,2.07,1.09,5940,6003,EC
NSVS 9045055,0.354588953,0.202,1.99,0.403,1.51,0.751,2.32,0.657,5800,6005,EC
OGLE BW1 V48,0.4419,0.414,0.77,0.32,1.2,0.8,1.729,0.748,6047,6006,EC
NSVS 4161544,0.35168,0.296,1.473,0.436,1.285,0.742,1.506,0.646,5726,6016,EC
V842 Her,0.419033,0.259,1.45,0.38,1.47,0.81,2.08,0.77,5723,6020,EC
V592 Per,0.715722,0.389,1.743,0.678,2.252,1.468,9.58,2.5,5800,6020,EC
